PROXIMITY,220 # tiling proximity value in arcseconds
TILING_DATE,2022 08 15 # Date the tile was created/configured
OBS_TEMP,287.149994
ROBOT_TEMP,287.149994
MDLPARS,0,-0.0008665329382,-0.9996937766,0,0.9996937766,-0.0008665329382,0,1,0,0,0,13366713.7,1089450000,6.21e+11,3.312e+14,-902.1087564,2624.396187,0,0,0
EQUINOX,J2000.0
CENTRE,20 10 59.06,-56 56 50.2 #Field centre
UTTIME,12 01 38.00 #Target observing time
UTDATE,2022 08 25 #Target observing date
PLATEID,1
LABEL,test
#probe,ID,x,y,rads,angs,azAngs,angs_azAng,RA,DEC,g_mag,r_mag,i_mag,z_mag,y_mag,GAIA_g_mag,GAIA_bp_mag,GAIA_rp_mag,Mstar,Re,z,GAL_MU_E_R,pmRA,pmDEC,priority,MagnetX_noDC,MagnetY_noDC,type,MagnetX,MagnetY,SkyPosition,fibre_type,Magnet,Label,order,Pickup_option,Index,Hexabundle,probe_orientation,rectMag_inputOrientation,Magnet_C,Label_C,order_C,Pickup_option_C,offset_P,offset_Q
60,Sky-H1-4,-183.34477,-156.41534,-99.0,-99.0,-99.0,-99.0,301.3749967,-56.284271888,,,,,,,,,,,,,,,-99,,,-99,-183344.77,-156415.34,1,S,,,-99,,,,,,,,-99,,,
61,Sky-H1-5,-190.65822,-147.4127,-99.0,-99.0,-99.0,-99.0,301.3184186,-56.321026678,,,,,,,,,,,,,,,-99,,,-99,-190658.22,-147412.7,1,S,,,-99,,,,,,,,-99,,,
62,Sky-H1-6,-197.53006,-138.06861,-99.0,-99.0,-99.0,-99.0,301.2649886,-56.359225538,,,,,,,,,,,,,,,-99,,,-99,-197530.06,-138068.61,1,S,,,-99,,,,,,,,-99,,,
63,Sky-H1-7,-202.25175,-127.33903,-99.0,-99.0,-99.0,-99.0,301.2265431,-56.403111247,,,,,,,,,,,,,,,-99,,,-99,-202251.75,-127339.03,2,S,,,-99,,,,,,,,-99,,,
64,Sky-H1-8,-209.88551,-118.44464,-99.0,-99.0,-99.0,-99.0,301.1680824,-56.439609043,,,,,,,,,,,,,,,-99,,,-99,-209885.51,-118444.64,1,S,,,-99,,,,,,,,-99,,,
65,Sky-H2-1,-223.4411,-102.90809,-99.0,-99.0,-99.0,-99.0,301.0649195,-56.503370348,,,,,,,,,,,,,,,-99,,,-99,-223441.1,-102908.09,0,S,,,-99,,,,,,,,-99,,,
66,Sky-H2-2,-223.49692,-90.16757,-99.0,-99.0,-99.0,-99.0,301.0594212,-56.555805728,,,,,,,,,,,,,,,-99,,,-99,-223496.92,-90167.57,1,S,,,-99,,,,,,,,-99,,,
67,Sky-H2-3,-232.29779,-80.95516,-99.0,-99.0,-99.0,-99.0,300.9932789,-56.593602388,,,,,,,,,,,,,,,-99,,,-99,-232297.79,-80955.16,0,S,,,-99,,,,,,,,-99,,,
68,Sky-H2-4,-231.12877,-68.26826,-99.0,-99.0,-99.0,-99.0,300.9968591,-56.646085588,,,,,,,,,,,,,,,-99,,,-99,-231128.77,-68268.26,1,S,,,-99,,,,,,,,-99,,,
69,Sky-H2-5,-234.14576,-57.06862,-99.0,-99.0,-99.0,-99.0,300.9714706,-56.69235279,,,,,,,,,,,,,,,-99,,,-99,-234145.76,-57068.62,1,S,,,-99,,,,,,,,-99,,,
70,Sky-H2-6,-232.69295,-44.97765,-99.0,-99.0,-99.0,-99.0,300.9778382,-56.742658948,,,,,,,,,,,,,,,-99,,,-99,-232692.95,-44977.65,3,S,,,-99,,,,,,,,-99,,,
